domain,wiki_count,wiki_total_cites,grok_count,grok_total_cites,domain:1,pc1
bentoncourier.com,6.0,22382102.0,28.0,44005756.0,bentoncourier.com,0.555596152018868
bentoneveningnews.com,2.0,22382102.0,0.0,0.0,bentoneveningnews.com,0.57108633245108
benzinga.com,205.0,22382102.0,227.0,44005756.0,benzinga.com,0.913680907435032
beppegrillo.it,172.0,22382102.0,4.0,44005756.0,beppegrillo.it,0.50080719874477
berkeleyside.com,104.0,22382102.0,15.0,44005756.0,berkeleyside.com,0.804965428527866
berkeleyside.org,120.0,22382102.0,444.0,44005756.0,berkeleyside.org,0.681925305937841
berkshireeagle.com,269.0,22382102.0,477.0,44005756.0,berkshireeagle.com,0.81633964127538
berksmontnews.com,13.0,22382102.0,3.0,44005756.0,berksmontnews.com,0.655775484410359
berliner-kurier.de,118.0,22382102.0,36.0,44005756.0,berliner-kurier.de,0.76202441052563
berliner-zeitung.de,629.0,22382102.0,237.0,44005756.0,berliner-zeitung.de,0.791456287351477
berlingske.dk,410.0,22382102.0,144.0,44005756.0,berlingske.dk,0.740952986838145
berwickshirenews.co.uk,14.0,22382102.0,6.0,44005756.0,berwickshirenews.co.uk,0.857365095810696
bestfolkmedicine.com,0.0,0.0,1.0,44005756.0,bestfolkmedicine.com,0.396528805062721
bestlifeonline.com,62.0,22382102.0,177.0,44005756.0,bestlifeonline.com,0.837124346620663
bet.com,2375.0,22382102.0,3903.0,44005756.0,bet.com,0.512337095957491
betootaadvocate.com,8.0,22382102.0,27.0,44005756.0,betootaadvocate.com,0.283973161549443
bettergov.org,11.0,22382102.0,57.0,44005756.0,bettergov.org,0.871165064239559
beyondnews.org,1.0,22382102.0,0.0,0.0,beyondnews.org,0.519321438554304
beyondtheflag.com,104.0,22382102.0,77.0,44005756.0,beyondtheflag.com,0.580700940102512
bfmtv.com,625.0,22382102.0,634.0,44005756.0,bfmtv.com,0.552734415457161
bgov.com,2.0,22382102.0,0.0,0.0,bgov.com,0.681114218557287
bgr.com,417.0,22382102.0,270.0,44005756.0,bgr.com,0.804965428527866
bienpublic.com,34.0,22382102.0,51.0,44005756.0,bienpublic.com,0.57152549470152
bigcountryhomepage.com,22.0,22382102.0,58.0,44005756.0,bigcountryhomepage.com,0.701212083605117
biggleswadetoday.co.uk,22.0,22382102.0,56.0,44005756.0,biggleswadetoday.co.uk,0.57077820707132
bigislandtimes.com,0.0,0.0,2.0,44005756.0,bigislandtimes.com,0.43082043635827
bigleaguepolitics.com,5.0,22382102.0,4.0,44005756.0,bigleaguepolitics.com,0.150102512952052
bignewsnetwork.com,124.0,22382102.0,155.0,44005756.0,bignewsnetwork.com,0.811140426236986
bigrapidsnews.com,19.0,22382102.0,69.0,44005756.0,bigrapidsnews.com,0.578461634386328
bigredlouie.com,4.0,22382102.0,12.0,44005756.0,bigredlouie.com,0.622959381514971
bigskytimes.com,0.0,0.0,7.0,44005756.0,bigskytimes.com,0.42604974415678
bigthink.com,442.0,22382102.0,2249.0,44005756.0,bigthink.com,0.882699685968066
bild.de,1275.0,22382102.0,899.0,44005756.0,bild.de,0.648355875595028
billboard.com,200180.0,22382102.0,184417.0,44005756.0,billboard.com,0.676096071646937
billingsgazette.com,587.0,22382102.0,323.0,44005756.0,billingsgazette.com,0.774382100928158
billmoyers.com,81.0,22382102.0,296.0,44005756.0,billmoyers.com,0.63612821762289
billoreilly.com,26.0,22382102.0,34.0,44005756.0,billoreilly.com,0.436253132483361
billypenn.com,145.0,22382102.0,507.0,44005756.0,billypenn.com,0.780567817835412
bing.com,286.0,22382102.0,105.0,44005756.0,bing.com,0.799649853780606
binnews.com,13.0,22382102.0,35.0,44005756.0,binnews.com,0.516183984046244
bio.org,28.0,22382102.0,105.0,44005756.0,bio.org,0.909650346870873
biocentury.com,10.0,22382102.0,36.0,44005756.0,biocentury.com,0.670660237905616
biologos.org,59.0,22382102.0,458.0,44005756.0,biologos.org,0.262105766764831
biomedcentral.com,29.0,22382102.0,39.0,44005756.0,biomedcentral.com,0.944319163489942
biospace.com,522.0,22382102.0,1052.0,44005756.0,biospace.com,0.837419794076792
bipartisanpolicy.org,94.0,22382102.0,1814.0,44005756.0,bipartisanpolicy.org,0.833642692964758
birdswatcher.com,12.0,22382102.0,15.0,44005756.0,birdswatcher.com,0.719382044045202
birminghammail.co.uk,4469.0,22382102.0,3438.0,44005756.0,birminghammail.co.uk,0.778528837731377
birminghamtimes.com,38.0,22382102.0,133.0,44005756.0,birminghamtimes.com,0.493813137773074
bisceglielive.it,1.0,22382102.0,0.0,0.0,bisceglielive.it,0.590071954555491
bismarcktribune.com,226.0,22382102.0,115.0,44005756.0,bismarcktribune.com,0.854389183876273
bitchmedia.org,188.0,22382102.0,16.0,44005756.0,bitchmedia.org,0.646899124803908
bitchute.com,138.0,22382102.0,69.0,44005756.0,bitchute.com,0.124014428918512
bitcoinmagazine.com,1.0,22382102.0,323.0,44005756.0,bitcoinmagazine.com,0.560439873143268
biv.com,122.0,22382102.0,649.0,44005756.0,biv.com,0.703467576971354
bizjournals.com,14624.0,22382102.0,11567.0,44005756.0,bizjournals.com,0.724403551456599
bizpacreview.com,7.0,22382102.0,13.0,44005756.0,bizpacreview.com,0.585959008142635
bjreview.com,37.0,22382102.0,450.0,44005756.0,bjreview.com,0.400475341957329
blabber.buzz,0.0,0.0,1.0,44005756.0,blabber.buzz,0.465941629214541
blackagendareport.com,16.0,22382102.0,494.0,44005756.0,blackagendareport.com,0.361401678732144
blackamericaweb.com,128.0,22382102.0,280.0,44005756.0,blackamericaweb.com,0.701499813210472
blackandblondemedia.com,0.0,0.0,1.0,44005756.0,blackandblondemedia.com,0.656239358313861
blackandteal.com,12.0,22382102.0,8.0,44005756.0,blackandteal.com,0.65898792778267
blackballad.co.uk,1.0,22382102.0,3.0,44005756.0,blackballad.co.uk,0.523908152117598
blackburnnews.com,47.0,22382102.0,5.0,44005756.0,blackburnnews.com,0.626938789780294
blackdoctor.org,34.0,22382102.0,121.0,44005756.0,blackdoctor.org,0.68915934885859
blackenterprise.com,345.0,22382102.0,975.0,44005756.0,blackenterprise.com,0.732989007998228
blackhawkup.com,2.0,22382102.0,40.0,44005756.0,blackhawkup.com,0.561517992738059
blackhillsfox.com,18.0,22382102.0,4.0,44005756.0,blackhillsfox.com,0.673410798933277
blacklistednews.com,20.0,22382102.0,0.0,0.0,blacklistednews.com,0.238415310411333
blacklivesmatter.com,23.0,22382102.0,116.0,44005756.0,blacklivesmatter.com,0.474392839781068
blacklocks.ca,0.0,0.0,25.0,44005756.0,blacklocks.ca,0.68915934885859
blackmainstreet.net,0.0,0.0,1.0,44005756.0,blackmainstreet.net,0.704180091434616
blackmountainnews.com,7.0,22382102.0,17.0,44005756.0,blackmountainnews.com,0.631184784758434
blacknews.com,23.0,22382102.0,12.0,44005756.0,blacknews.com,0.262624980707126
blackoutdallas.com,2.0,22382102.0,10.0,44005756.0,blackoutdallas.com,0.570986312367086
blackpoolgazette.co.uk,986.0,22382102.0,656.0,44005756.0,blackpoolgazette.co.uk,0.621594055031434
blackpressusa.com,17.0,22382102.0,39.0,44005756.0,blackpressusa.com,0.592297847070736
blackvoicenews.com,22.0,22382102.0,31.0,44005756.0,blackvoicenews.com,0.583352248191577
blavity.com,163.0,22382102.0,649.0,44005756.0,blavity.com,0.560177645212912
blckbx.tv,0.0,0.0,1.0,44005756.0,blckbx.tv,0.501174077285637
bleacherreport.com,14115.0,22382102.0,13235.0,44005756.0,bleacherreport.com,0.734238148179424
bleedinblue.com,7.0,22382102.0,21.0,44005756.0,bleedinblue.com,0.629958582225415
bleepingcomputer.com,550.0,22382102.0,450.0,44005756.0,bleepingcomputer.com,0.911884947823762
blitzquotidiano.it,68.0,22382102.0,33.0,44005756.0,blitzquotidiano.it,0.496088663573371
blockclubchicago.org,514.0,22382102.0,1450.0,44005756.0,blockclubchicago.org,0.598909713642671
blog.dana-farber.org,3.0,22382102.0,19.0,44005756.0,blog.dana-farber.org,0.697300187312746
bloggingdirty.com,8.0,22382102.0,13.0,44005756.0,bloggingdirty.com,0.560443357172838
blogo.it,7.0,22382102.0,0.0,0.0,blogo.it,0.646298185028468
blogredmachine.com,16.0,22382102.0,28.0,44005756.0,blogredmachine.com,0.560443357172838
blogsicilia.it,3.0,22382102.0,17.0,44005756.0,blogsicilia.it,0.585010542021103
blogto.com,354.0,22382102.0,538.0,44005756.0,blogto.com,0.510208036380988
bloomberg.com,36917.0,22382102.0,39505.0,44005756.0,bloomberg.com,0.840147313769099
bluelinestation.com,13.0,22382102.0,30.0,44005756.0,bluelinestation.com,0.602914694779855
bluelivesmatter.blue,1.0,22382102.0,0.0,0.0,bluelivesmatter.blue,0.642398781252098
bluemanhoop.com,29.0,22382102.0,11.0,44005756.0,bluemanhoop.com,0.719618197399014
bluenationreview.com,1.0,22382102.0,0.0,0.0,bluenationreview.com,0.208417775357305
blueridgenow.com,93.0,22382102.0,220.0,44005756.0,blueridgenow.com,0.578461634386328
bluestemprairie.com,2.0,22382102.0,0.0,0.0,bluestemprairie.com,0.84166654415002
blufftontoday.com,19.0,22382102.0,74.0,44005756.0,blufftontoday.com,0.70671685535604
bmj.com,814.0,22382102.0,4366.0,44005756.0,bmj.com,0.917500628260245
bnc.tv,4.0,22382102.0,2.0,44005756.0,bnc.tv,0.402001746345133
bnd.com,254.0,22382102.0,311.0,44005756.0,bnd.com,0.879015340541404
bnn.de,47.0,22382102.0,38.0,44005756.0,bnn.de,0.512062357819041
bnnbloomberg.ca,497.0,22382102.0,167.0,44005756.0,bnnbloomberg.ca,0.623120453973242
bnonews.com,231.0,22382102.0,54.0,44005756.0,bnonews.com,0.853899307351619
bnr.nl,32.0,22382102.0,26.0,44005756.0,bnr.nl,0.701756235484338
bo.de,9.0,22382102.0,2.0,44005756.0,bo.de,0.695359680206252
bogalusadailynews.com,19.0,22382102.0,13.0,44005756.0,bogalusadailynews.com,0.587697642311044
boilingfrogspost.com,2.0,22382102.0,0.0,0.0,boilingfrogspost.com,0.36554269741206
boingboing.net,896.0,22382102.0,630.0,44005756.0,boingboing.net,0.628090184818419
boisestatepublicradio.org,65.0,22382102.0,195.0,44005756.0,boisestatepublicradio.org,0.710727580968391
boldprogressives.org,4.0,22382102.0,1.0,44005756.0,boldprogressives.org,0.468791185706023
bolivarmonews.com,4.0,22382102.0,11.0,44005756.0,bolivarmonews.com,0.516013743626321
bolognatoday.it,29.0,22382102.0,38.0,44005756.0,bolognatoday.it,0.515502479905582
boltbeat.com,26.0,22382102.0,21.0,44005756.0,boltbeat.com,0.670660237905616
boltsbythebay.com,1.0,22382102.0,6.0,44005756.0,boltsbythebay.com,0.65898792778267
bongino.com,6.0,22382102.0,0.0,0.0,bongino.com,0.371435995037781
bookwormroom.com,0.0,0.0,3.0,44005756.0,bookwormroom.com,0.614773813244271
boomlive.in,30.0,22382102.0,88.0,44005756.0,boomlive.in,0.637899100515853
boonevilledemocrat.com,0.0,0.0,4.0,44005756.0,boonevilledemocrat.com,0.594889248109946
boonvilledailynews.com,7.0,22382102.0,4.0,44005756.0,boonvilledailynews.com,0.696112529686654
bordermail.com.au,156.0,22382102.0,168.0,44005756.0,bordermail.com.au,0.559826886173683
borderreport.com,29.0,22382102.0,549.0,44005756.0,borderreport.com,0.749476706706233
boredpanda.com,46.0,22382102.0,211.0,44005756.0,boredpanda.com,0.651452433781418
borowitzreport.com,2.0,22382102.0,3.0,44005756.0,borowitzreport.com,0.519532628659204
bosoxinjection.com,28.0,22382102.0,57.0,44005756.0,bosoxinjection.com,0.704083211754441
bossiernow.com,0.0,0.0,1.0,44005756.0,bossiernow.com,0.506740881321915
bossip.com,108.0,22382102.0,159.0,44005756.0,bossip.com,0.289780641543745
boston.cbslocal.com,650.0,22382102.0,170.0,44005756.0,boston.cbslocal.com,0.777349264333922
boston.com,9347.0,22382102.0,4562.0,44005756.0,boston.com,0.799029996866919
boston25news.com,149.0,22382102.0,263.0,44005756.0,boston25news.com,0.698799850724305
bostonbroadside.com,1.0,22382102.0,2.0,44005756.0,bostonbroadside.com,0.398202672803948
bostonglobe.com,8722.0,22382102.0,5756.0,44005756.0,bostonglobe.com,0.83531290976054
bostonherald.com,2431.0,22382102.0,2552.0,44005756.0,bostonherald.com,0.797928569694443
bostonmagazine.com,696.0,22382102.0,891.0,44005756.0,bostonmagazine.com,0.634434888296948
bostonreview.net,270.0,22382102.0,1537.0,44005756.0,bostonreview.net,0.735321458896545
bothell-reporter.com,41.0,22382102.0,13.0,44005756.0,bothell-reporter.com,0.688766258975852
boundarycreektimes.com,1.0,22382102.0,8.0,44005756.0,boundarycreektimes.com,0.594886335053853
boundingintocomics.com,0.0,0.0,676.0,44005756.0,boundingintocomics.com,0.461478505163721
bournemouthecho.co.uk,1014.0,22382102.0,929.0,44005756.0,bournemouthecho.co.uk,0.803703875399651
boursorama.com,47.0,22382102.0,16.0,44005756.0,boursorama.com,0.526869650500253
bowenislandundercurrent.com,5.0,22382102.0,14.0,44005756.0,bowenislandundercurrent.com,0.516183984046244
bowlinggreentoday.com,0.0,0.0,1.0,44005756.0,bowlinggreentoday.com,0.470603121959572
bozemandailychronicle.com,215.0,22382102.0,269.0,44005756.0,bozemandailychronicle.com,0.877291605300351
br.de,312.0,22382102.0,286.0,44005756.0,br.de,0.745961394333135
bradenton.com,227.0,22382102.0,176.0,44005756.0,bradenton.com,0.696338859131346
bradford-delong.com,5.0,22382102.0,4.0,44005756.0,bradford-delong.com,0.6431461058752
bradfordtoday.ca,11.0,22382102.0,52.0,44005756.0,bradfordtoday.ca,0.723936131198234
brainerddispatch.com,88.0,22382102.0,160.0,44005756.0,brainerddispatch.com,0.645947436896352
bramptonguardian.com,111.0,22382102.0,140.0,44005756.0,bramptonguardian.com,0.889819300293336
brandnewtube.com,0.0,0.0,1.0,44005756.0,brandnewtube.com,0.147384934649398
brandonsun.com,70.0,22382102.0,92.0,44005756.0,brandonsun.com,0.842126916421734
brantfordexpositor.ca,61.0,22382102.0,104.0,44005756.0,brantfordexpositor.ca,0.512144769667757
braunschweiger-zeitung.de,17.0,22382102.0,54.0,44005756.0,braunschweiger-zeitung.de,0.628460617164093
breaking911.com,5.0,22382102.0,0.0,0.0,breaking911.com,0.307721359305851
breakingchristiannews.com,2.0,22382102.0,0.0,0.0,breakingchristiannews.com,0.311297296354848
breakingdefense.com,722.0,22382102.0,2957.0,44005756.0,breakingdefense.com,0.816946216297037
breakingwide.com,0.0,0.0,3.0,44005756.0,breakingwide.com,0.371572035696707
breakpoint.org,13.0,22382102.0,218.0,44005756.0,breakpoint.org,0.252302672619558
breitbart.com,0.0,0.0,566.0,44005756.0,breitbart.com,0.297175368438483
breizh-info.com,3.0,22382102.0,6.0,44005756.0,breizh-info.com,0.312166382658074
brennancenter.org,238.0,22382102.0,5735.0,44005756.0,brennancenter.org,0.791230028033304
bresciatoday.it,15.0,22382102.0,17.0,44005756.0,bresciatoday.it,0.641720322195277
brewtonstandard.com,4.0,22382102.0,10.0,44005756.0,brewtonstandard.com,0.547060776820356
brexitcentral.com,25.0,22382102.0,1.0,44005756.0,brexitcentral.com,0.639172279922762
bridgemi.com,164.0,22382102.0,1092.0,44005756.0,bridgemi.com,0.852004085272806
brightside.me,10.0,22382102.0,111.0,44005756.0,brightside.me,0.263978635522076
brightvibes.com,0.0,0.0,27.0,44005756.0,brightvibes.com,0.517257629653265
brindisireport.it,12.0,22382102.0,13.0,44005756.0,brindisireport.it,0.718680465754308
bringmethenews.com,256.0,22382102.0,345.0,44005756.0,bringmethenews.com,0.950669426837722
brisbanetimes.com.au,1443.0,22382102.0,1052.0,44005756.0,brisbanetimes.com.au,0.636945165823406
bristolpost.co.uk,1383.0,22382102.0,982.0,44005756.0,bristolpost.co.uk,0.692127683105942
britainfirst.org,23.0,22382102.0,27.0,44005756.0,britainfirst.org,0.227252888499674
britannica.com,34481.0,22382102.0,155568.0,44005756.0,britannica.com,0.828402285202054
broadenimpact.com,0.0,0.0,1.0,44005756.0,broadenimpact.com,0.601361310698497
broadsheet.com.au,161.0,22382102.0,166.0,44005756.0,broadsheet.com.au,0.501996362820317
broadstreetbuzz.com,22.0,22382102.0,21.0,44005756.0,broadstreetbuzz.com,0.670782890027529
brobible.com,101.0,22382102.0,270.0,44005756.0,brobible.com,0.568044251029421
bromleytimes.co.uk,25.0,22382102.0,5.0,44005756.0,bromleytimes.co.uk,0.535860234651913
bronx.news12.com,151.0,22382102.0,216.0,44005756.0,bronx.news12.com,0.670411947265817
brookings.edu,2682.0,22382102.0,37637.0,44005756.0,brookings.edu,0.878439699709101
brooklyn.news12.com,83.0,22382102.0,66.0,44005756.0,brooklyn.news12.com,0.710115545486731
broomfieldenterprise.com,36.0,22382102.0,44.0,44005756.0,broomfieldenterprise.com,0.694619841242088
brownstone.org,3.0,22382102.0,21.0,44005756.0,brownstone.org,0.708452304933705
brownsvilleherald.com,168.0,22382102.0,11.0,44005756.0,brownsvilleherald.com,0.843118832856585
brownwoodtx.com,7.0,22382102.0,5.0,44005756.0,brownwoodtx.com,0.599200073403383
brproud.com,28.0,22382102.0,5.0,44005756.0,brproud.com,0.508829719189724
brushnewstribune.com,0.0,0.0,2.0,44005756.0,brushnewstribune.com,0.623381208979617
brut.media,10.0,22382102.0,17.0,44005756.0,brut.media,0.613631764388545
bt.dk,540.0,22382102.0,206.0,44005756.0,bt.dk,0.827984866649894
buchanobserver.co.uk,6.0,22382102.0,4.0,44005756.0,buchanobserver.co.uk,0.593319429205137
buckeyereporter.com,0.0,0.0,2.0,44005756.0,buckeyereporter.com,0.550572782079472
buckeyextra.com,54.0,22382102.0,21.0,44005756.0,buckeyextra.com,0.692365770171247
buckscountycouriertimes.com,102.0,22382102.0,215.0,44005756.0,buckscountycouriertimes.com,0.599200073403383
bucksherald.co.uk,100.0,22382102.0,145.0,44005756.0,bucksherald.co.uk,0.610541677778494
buckslocalnews.com,34.0,22382102.0,13.0,44005756.0,buckslocalnews.com,0.669856909451117
bucyrustelegraphforum.com,7.0,22382102.0,25.0,44005756.0,bucyrustelegraphforum.com,0.517449981400759
budapestbeacon.com,30.0,22382102.0,1.0,44005756.0,budapestbeacon.com,0.817161655737761
buffalochronicle.com,1.0,22382102.0,13.0,44005756.0,buffalochronicle.com,0.245836865494489
buffaloledger.com,0.0,0.0,3.0,44005756.0,buffaloledger.com,0.606116539886188
buffalonews.com,2921.0,22382102.0,1285.0,44005756.0,buffalonews.com,0.838366008926575
buffalowdown.com,39.0,22382102.0,21.0,44005756.0,buffalowdown.com,0.763206953612454
bullionbullscanada.com,1.0,22382102.0,0.0,0.0,bullionbullscanada.com,0.252774423241628
bullshido.net,0.0,0.0,2.0,44005756.0,bullshido.net,0.917046009240808
bundesgesundheitsministerium.de,8.0,22382102.0,69.0,44005756.0,bundesgesundheitsministerium.de,0.682819360793679
burlington-record.com,2.0,22382102.0,9.0,44005756.0,burlington-record.com,0.736519013097731
burlingtoncountytimes.com,74.0,22382102.0,136.0,44005756.0,burlingtoncountytimes.com,0.780570095154643
burlingtonfreepress.com,499.0,22382102.0,529.0,44005756.0,burlingtonfreepress.com,0.510003777113843
burlingtonreporter.com,0.0,0.0,4.0,44005756.0,burlingtonreporter.com,0.42604974415678
burnabynow.com,82.0,22382102.0,40.0,44005756.0,burnabynow.com,0.629169561121741
burnettcountysentinel.com,6.0,22382102.0,3.0,44005756.0,burnettcountysentinel.com,0.890032482642746
burnleyexpress.net,217.0,22382102.0,147.0,44005756.0,burnleyexpress.net,0.709987515614638
burnslakelakesdistrictnews.com,8.0,22382102.0,10.0,44005756.0,burnslakelakesdistrictnews.com,0.771817170955313
business-standard.com,10973.0,22382102.0,19641.0,44005756.0,business-standard.com,0.621191679644488
business2community.com,111.0,22382102.0,15.0,44005756.0,business2community.com,0.879026400989601
businessinsider.com,20482.0,22382102.0,28318.0,44005756.0,businessinsider.com,0.804965428527866
businessinsider.com.au,219.0,22382102.0,3.0,44005756.0,businessinsider.com.au,0.609340999307784
businessinsider.de,181.0,22382102.0,45.0,44005756.0,businessinsider.de,0.6550452909513
businessinsider.fr,47.0,22382102.0,4.0,44005756.0,businessinsider.fr,0.552615688445823
businesslive.co.za,629.0,22382102.0,640.0,44005756.0,businesslive.co.za,0.699413557211612
businessobserverfl.com,61.0,22382102.0,136.0,44005756.0,businessobserverfl.com,0.795855143963436
bust.com,75.0,22382102.0,22.0,44005756.0,bust.com,0.619919972669728
bustingbrackets.com,76.0,22382102.0,47.0,44005756.0,bustingbrackets.com,0.629958582225415
bustle.com,3724.0,22382102.0,2893.0,44005756.0,bustle.com,0.775937399631442
butac.it,2.0,22382102.0,2.0,44005756.0,butac.it,0.635393615228867
butenunbinnen.de,31.0,22382102.0,29.0,44005756.0,butenunbinnen.de,0.646541373585352
butlercountytimesgazette.com,4.0,22382102.0,10.0,44005756.0,butlercountytimesgazette.com,0.628460617164093
butlercountytoday.com,0.0,0.0,3.0,44005756.0,butlercountytoday.com,0.611876663528627
buxtonadvertiser.co.uk,49.0,22382102.0,69.0,44005756.0,buxtonadvertiser.co.uk,0.573770712523552
buzzfeed.com,3668.0,22382102.0,3420.0,44005756.0,buzzfeed.com,0.699413557211612
buzzfeed.de,2.0,22382102.0,0.0,0.0,buzzfeed.de,0.635556588713819
buzzfeednews.com,2385.0,22382102.0,2807.0,44005756.0,buzzfeednews.com,0.800096669487342
bvbbuzz.com,24.0,22382102.0,53.0,44005756.0,bvbbuzz.com,0.602914694779855
bvoltaire.fr,1.0,22382102.0,15.0,44005756.0,bvoltaire.fr,0.459635605689081
bw24.de,3.0,22382102.0,10.0,44005756.0,bw24.de,0.716629349292859
bylinetimes.com,243.0,22382102.0,726.0,44005756.0,bylinetimes.com,0.687068863803389
bz-berlin.de,335.0,22382102.0,171.0,44005756.0,bz-berlin.de,0.725023615351311
c-span.org,1725.0,22382102.0,6274.0,44005756.0,c-span.org,0.879015340541404
c-vine.com,0.0,0.0,1.0,44005756.0,c-vine.com,0.405475351368759
c2cjournal.ca,8.0,22382102.0,254.0,44005756.0,c2cjournal.ca,0.712586169120286
c4ads.org,2.0,22382102.0,81.0,44005756.0,c4ads.org,0.868363938245271
c4ss.org,28.0,22382102.0,139.0,44005756.0,c4ss.org,0.51341834426233
ca.finance.yahoo.com,249.0,22382102.0,742.0,44005756.0,ca.finance.yahoo.com,0.512062357819041
ca.movies.yahoo.com,87.0,22382102.0,31.0,44005756.0,ca.movies.yahoo.com,0.838262679142882
ca.news.yahoo.com,711.0,22382102.0,2662.0,44005756.0,ca.news.yahoo.com,0.685403029406808
ca.omg.yahoo.com,16.0,22382102.0,20.0,44005756.0,ca.omg.yahoo.com,0.595612951025109
ca.sports.yahoo.com,783.0,22382102.0,1293.0,44005756.0,ca.sports.yahoo.com,0.70856319571558
ca.style.yahoo.com,86.0,22382102.0,157.0,44005756.0,ca.style.yahoo.com,0.641552220634921
ca.yahoo.com,4.0,22382102.0,6.0,44005756.0,ca.yahoo.com,0.723246552634002
cabarrustoday.com,0.0,0.0,1.0,44005756.0,cabarrustoday.com,0.607016613823915
caffeinamagazine.it,8.0,22382102.0,3.0,44005756.0,caffeinamagazine.it,0.465503001402633
cagw.org,11.0,22382102.0,263.0,44005756.0,cagw.org,0.643357398639892
cair.com,60.0,22382102.0,346.0,44005756.0,cair.com,0.388673740439579
cairnsnews.org,0.0,0.0,3.0,44005756.0,cairnsnews.org,0.608957991333799
caixinglobal.com,311.0,22382102.0,680.0,44005756.0,caixinglobal.com,0.358778012947977
caldronpool.com,1.0,22382102.0,4.0,44005756.0,caldronpool.com,0.327161536192288
caledonenterprise.com,13.0,22382102.0,39.0,44005756.0,caledonenterprise.com,0.780603555846827
caledoniacourier.com,2.0,22382102.0,7.0,44005756.0,caledoniacourier.com,0.641720322195277
calgary.citynews.ca,45.0,22382102.0,181.0,44005756.0,calgary.citynews.ca,0.518656385101639
calgaryherald.com,1496.0,22382102.0,1466.0,44005756.0,calgaryherald.com,0.845285462614061
calgarysun.com,492.0,22382102.0,164.0,44005756.0,calgarysun.com,0.629124484376329
californiaglobe.com,6.0,22382102.0,211.0,44005756.0,californiaglobe.com,0.718232199065662
californiahealthline.org,27.0,22382102.0,121.0,44005756.0,californiahealthline.org,0.689106568864864
californianewstimes.com,3.0,22382102.0,0.0,0.0,californianewstimes.com,0.555380509645373
caller.com,217.0,22382102.0,303.0,44005756.0,caller.com,0.816946216297037
calltothepen.com,77.0,22382102.0,110.0,44005756.0,calltothepen.com,0.606215562696883
calmatters.org,259.0,22382102.0,3902.0,44005756.0,calmatters.org,0.689106568864864
calwatchdog.com,3.0,22382102.0,5.0,44005756.0,calwatchdog.com,0.791230028033304
cambriatimes.com,0.0,0.0,2.0,44005756.0,cambriatimes.com,0.644897218378454
cambridge-news.co.uk,795.0,22382102.0,502.0,44005756.0,cambridge-news.co.uk,0.716141793866875
cambridge.org,9627.0,22382102.0,137074.0,44005756.0,cambridge.org,0.754363455144705
cambridgetimes.ca,47.0,22382102.0,40.0,44005756.0,cambridgetimes.ca,0.517449981400759
cambridgetoday.ca,13.0,22382102.0,63.0,44005756.0,cambridgetoday.ca,0.513342292476211
cambstimes.co.uk,40.0,22382102.0,46.0,44005756.0,cambstimes.co.uk,0.672538345013624
camdenarknews.com,2.0,22382102.0,22.0,44005756.0,camdenarknews.com,0.491002503331069
campaignforliberty.org,5.0,22382102.0,1.0,44005756.0,campaignforliberty.org,0.738815641719563
campaignlifecoalition.com,10.0,22382102.0,62.0,44005756.0,campaignlifecoalition.com,0.621396059030532
campbellrivermirror.com,5.0,22382102.0,48.0,44005756.0,campbellrivermirror.com,0.646796242304377
campusreform.org,19.0,22382102.0,672.0,44005756.0,campusreform.org,0.589659480555569
canadaaction.ca,1.0,22382102.0,111.0,44005756.0,canadaaction.ca,0.476017507749434
canadafreepress.com,47.0,22382102.0,6.0,44005756.0,canadafreepress.com,0.164843497274426
canadalandshow.com,58.0,22382102.0,1.0,44005756.0,canadalandshow.com,0.817161655737761
canadiandimension.com,31.0,22382102.0,331.0,44005756.0,canadiandimension.com,0.48621734611252
canadians.org,13.0,22382102.0,96.0,44005756.0,canadians.org,0.799649853780606
canberratimes.com.au,1680.0,22382102.0,942.0,44005756.0,canberratimes.com.au,0.693378760546564
cancer.gov,1060.0,22382102.0,1901.0,44005756.0,cancer.gov,0.638230719572855
cancer.net,64.0,22382102.0,29.0,44005756.0,cancer.net,0.714736596448641
cancer.org,851.0,22382102.0,1026.0,44005756.0,cancer.org,0.629958582225415
cancerresearchuk.org,312.0,22382102.0,266.0,44005756.0,cancerresearchuk.org,0.725284161854466
caneswarning.com,20.0,22382102.0,33.0,44005756.0,caneswarning.com,0.788516456411073
cannasos.com,1.0,22382102.0,0.0,0.0,cannasos.com,0.259783682717
canoe.com,482.0,22382102.0,6.0,44005756.0,canoe.com,0.512144769667757
canoncitydailyrecord.com,36.0,22382102.0,96.0,44005756.0,canoncitydailyrecord.com,0.623381208979617
canopyatlanta.org,0.0,0.0,16.0,44005756.0,canopyatlanta.org,0.670782890027529
cantondailyledger.com,4.0,22382102.0,7.0,44005756.0,cantondailyledger.com,0.673588160025729
cantonrep.com,378.0,22382102.0,723.0,44005756.0,cantonrep.com,0.64280305900301
cantonreporter.com,0.0,0.0,1.0,44005756.0,cantonreporter.com,0.611876663528627
cape-coral-daily-breeze.com,8.0,22382102.0,0.0,0.0,cape-coral-daily-breeze.com,0.635393615228867
capecodledger.com,0.0,0.0,9.0,44005756.0,capecodledger.com,0.432473644761985
capecodonline.com,81.0,22382102.0,7.0,44005756.0,capecodonline.com,0.609650056276903
capecodtimes.com,369.0,22382102.0,1377.0,44005756.0,capecodtimes.com,0.925960447501987
