Title,Domain
Política & Sociedade,periodicos.ufsc.br
Scenario A journal for performative teaching learning research,www.ucc.ie
JURIKOM (Jurnal Riset Komputer),www.stmik-budidarma.ac.id
Religionsvidenskabeligt Tidsskrift,unipress.dk
Internet Journal of Allied Health Sciences and Practice,nsuworks.nova.edu
Vestnik of Minin University,vestnik.mininuniver.ru
European View,us.sagepub.com
Historia actual on-line,www.historia-actual.org
Journal of the Turkish Chemical Society Section A Chemistry,dergipark.org.tr
Z Badań nad Książką i Księgozbiorami Historycznymi,www.bookhistory.uw.edu.pl
Historia Y Espacio,revistas.univalle.edu.co
Perspectiva Teológica,www.perspectiva.faje.edu.br
SA Journal of Human Resource Management,sajhrm.co.za
Voprosy Obrazovaniya/ Educational Studies Moscow,vo.hse.ru
Psychology in Russia State of Art,www.psychologyinrussia.com
International Journal of Simulation Modelling,www.ijsimm.com
Ciências Sociais Unisinos,www.revistas.unisinos.br
Clinical and Experimental Pharmacology,www.omicsonline.org
Agrociencia,agrocienciauruguay.uy
Revista Paranaense de Educação matemática,www.fecilcam.br
Formação (Online),www4.fct.unesp.br
Head & Face Medicine,head-face-med.biomedcentral.com
Biocontrol Science,www.jstage.jst.go.jp
Signum Estudos da Linguagem,www.uel.br
Green Energy & Environment,www.sciencedirect.com
Sibirskie istoricheskie issledovaniya,journals.tsu.ru
REDU Revista de Docencia Universitaria,polipapers.upv.es
Academic Notes Series Pedagogical Science,www.kspu.kr.ua
Voprosy sovremennoj nauki i praktiki Universitet imeni V I Vernedskogo,vernadsky.tstu.ru
Cadernos Saúde Coletiva,www.scielo.br
Annual convention of the Japanese Association of Health Psychology proceedings,www.jstage.jst.go.jp
Bulletin of the Geological Society of Denmark,2dgf.dk
Primerjalna književnost,ojs-gr.zrc-sazu.si
Asia-Pacific Journal of Oncology Nursing,www.apjon.org
Türk Tarım ve Doğa Bilimleri Dergisi,dergipark.ulakbim.gov.tr
Delito y sociedad. Revista de Ciencias Sociales,bibliotecavirtual.unl.edu.ar
Image of the modern pedagogue,isp.poippo.pl.ua
Polish Political Science Yearbook,czasopisma.marszalek.com.pl
Biotecnología vegetal,revista.ibp.co.cu
Tecnologia em Metalurgia Materiais e Mineração,www.abmbrasil.com.br
DELETED,www.sciencedirect.com
Fyodorov journal of ophthalmic surgery,www.ophthalmosurgery.ru
Current Research in Nutrition and Food Science Journal,www.foodandnutritionjournal.org
Problemy Pielęgniarstwa,www.termedia.pl
Journal des traducteurs,www.erudit.org
Nordicum-Mediterraneum,nome.unak.is
Ensaio,scielo.br
Linha D Água,www.revistas.usp.br
Revista Interamericana de Bibliotecología,aprendeenlinea.udea.edu.co
Problems of Cryobiology and Cryomedicine,cryo.org.ua
Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi),jurnal.iaii.or.id
Revista Brasileira de Pesquisa (Auto)Biográfica,www.revistas.uneb.br
Journal of Spine Surgery,jss.osspress.com
Zdravstvena zastita,casopis.komorazus.org.rs.
Convergencia Revista de Ciencias Sociales,convergencia.uaemex.mx
Geospatial health,geospatialhealth.net
Ge-conservacion,ge-iic.com
JOURNAL OF ADVANCES IN CHEMISTRY,www.cirworld.org
Selçuk Üniversitesi Hukuk Fakültesi dergisi,dergipark.org.tr
História da Historiografia International Journal of Theory and History of Historiography,www.historiadahistoriografia.com.br
Gates Open Research,gatesopenresearch.org
Revista Colombiana de Biotecnología,revistas.unal.edu.co
Arthroscopy Sports Medicine and Rehabilitation,www.journals.elsevier.com
International Journal of Information and Electronics Engineering,www.ijiee.org
Therapeutic Advances in Respiratory Disease,us.sagepub.com
Carbon Management,www.tandfonline.com
The Indonesian Journal of Gastroenterology Hepatology and Digestive Endoscopy,www.ina-jghe.com
Edutec Revista Electrónica de Tecnología Educativa,www.edutec.es
Medical Informatics and Engineering,ojs.tdmu.edu.ua
Anthropological Science,www.nacos.com
Revista de Psicología,revistas.pucp.edu.pe
Elemente der Mathematik,link.springer.de
Bulletin of Geography Socio-economic series,www.bulletinofgeography.umk.pl
Uniletras,revistas2.uepg.br
Case Reports in Gastrointestinal Medicine,www.hindawi.com
The Journal of Clinical and Scientific Research,svimstpt.ap.nic.in
Journal of Thermal Engineering,eds.yildiz.edu.tr
Revista Urología Colombiana / Colombian Urology Journal,www.sciencedirect.com
Caminhando,www.metodista.br
Strategic decisions and risk management,www.jsdrm.ru
Revista da Sociedade Brasileira de Fonoaudiologia,www.scielo.br
Revista Jurídica Cesumar - Mestrado,periodicos.unicesumar.edu.br
Open Veterinary Journal,www.openveterinaryjournal.com
Pediatric Gastroenterology Hepatology & Nutrition,www.kjpgn.or.kr
Taiwan Journal of Ophthalmology,www.e-tjo.org
Pedagogy Theory & Practice,pedagogy-journal.ru
Material Science Research India,www.materialsciencejournal.org
The Journal of Engineering and Exact Sciences,periodicos.ufv.br
Journal of Aerospace Technology and Management,www.jatm.com.br
Behavioral and Brain Functions,www.behavioralandbrainfunctions.com
Ateliê Geográfico,www.revistas.ufg.br
Journal of Korean Academy of Psychiatric and Mental Health Nursing,jkpmhn.org
Journal of Gerontology & Geriatric Research,www.omicsgroup.org
Revista Latinoamericana de Derecho Social,www.sciencedirect.com
Quaderns d’Italià,revistes.uab.cat
Japanese Geotechnical Journal,www.jstage.jst.go.jp
Brazilian Journal of Business,www.brjd.com.br
Africa Development,www.codesria.org
Inflammation and Regeneration,inflammregen.biomedcentral.com
JBMR Plus,asbmr.onlinelibrary.wiley.com
Journal of Engineering Education Research,eeic.or.kr
Boletín de la Academia Peruana de la Lengua,revistas.apl.org.pe
Studia z Dziejów Rosji i Europy Środkowo-Wschodniej,www.ihpan.edu.pl
CITISE,ma123.ru
Journal of Nematology,www.exeley.com
Waikato journal of education,wje.org.nz
Revista de Ensino de Bioquímica,www.bioquimica.org.br
Engineering Transactions,et.ippt.pan.ol
Advanced Photonics Research,onlinelibrary.wiley.com
Cadernos de Estudos Lingüísticos,periodicos.sbu.unicamp.br
Smithsonian contributions to zoology,books.google.com
eJHaem,onlinelibrary.wiley.com
PHENOMENOLOGICAL STUDIES - Revista da Abordagem Gestáltica,pepsic.bvsalud.org
Journal of the Korea Computer Graphics Society,journal.cg-korea.org
Proteome Science,proteomesci.biomedcentral.com
Journal of Urban and Environmental Engineering,www.journal-uee.org
Liver Cancer,www.karger.com
Revista de Gestão,www.sciencedirect.com
Indian Journal of Vascular and Endovascular Surgery,www.indjvascsurg.org
DÜMF Mühendislik Dergisi,www.dicle.edu.tr
Al-Azhar Bulletin of Science,absb.researchcommons.org
South African Journal of Surgery,www.sajs.org.za
Gayana. Botánica,gayanabotanica.cl
Geodynamics & Tectonophysics,gt.crust.irk.ru
Educação,www.periodicos.rc.biblioteca.unesp.br
Canada Communicable Disease Report,www.canada.ca
Japanese Journal of Zoo and Wildlife Medicine,www.jstage.jst.go.jp
Reviews in Analytical Chemistry,www.degruyter.com
Healthcare Informatics Research,www.e-hir.org
IIMB Management Review,www.journals.elsevier.com
Anais do Museu Paulista História e Cultura Material,www.scielo.br
CASE,www.journals.elsevier.com
Anales de Geografía de la Universidad Complutense,revistas.ucm.es
Revue de la régulation,journals.openedition.org
Journal of the Korean Society of Physical Medicine,ocean.kisti.re.kr
SAIEE Africa Research Journal,ieeexplore.ieee.org
Migraciones internacionales,migracionesinternacionales.colef.mx
Journal of Nutritional Science,www.cambridge.org
Iraqi journal of Medical Sciences,www.iraqijms.net
World Journal of Clinical Oncology,www.wjgnet.com
Golden Horde Review,goldhorde.ru
Journal Africain d Hépato-Gastroentérologie,link.springer.com
Διεθνές Συνέδριο για την Ανοικτή & εξ Αποστάσεως Εκπαίδευση,eproceedings.epublishing.ekt.gr
Anales de Literatura Española,ale.ua.es
Revista del Museo de Antropología,revistas.unc.edu.ar
GOING CONCERN JURNAL RISET AKUNTANSI,ejournal.unsrat.ac.id
Indian Journal of Neurosurgery,doi.org
International Journal of Agricultural Research,scialert.net
Bioinorganic Chemistry and Applications,www.hindawi.com
Praxis Educativa,cerac.unlpam.edu.ar
Knowledge and Management of Aquatic Ecosystems,www.kmae-journal.org
Brussels Studies,journals.openedition.org
LiminaR Estudios Sociales y Humanísticos,liminar.cesmeca.mx
Journal of Cardiology & Current Research,medcraveonline.com
Pedagogiek,www.pedagogiek-online.nl
Journal of Energy and Power Engineering,www.davidpublisher.org
Agris on-line Papers in Economics and Informatics,online.agris.cz
Yönetim ve Ekonomi Araştırmaları Dergisi,bjmer.net
Research on Animal Production,rap.sanru.ac.ir
Kasetsart Journal of Social Sciences,www.journals.elsevier.com
Res Historica,journals.umcs.pl
Psychologica,impactum-journals.uc.pt
McGill Journal of Medicine,mjm.mcgill.ca
Journal of adapted physical activity and exercise,kosape.jams.or.kr
Journal of Anesthesia & Critical Care Open Access,medcraveonline.com
Science & Technology Studies,sciencetechnologystudies.journal.fi
The Journal of Aviation/Aerospace Education and Research,commons.erau.edu
Revista de Literatura Medieval,recyt.fecyt.es
SMAD Revista Eletrônica Saúde Mental Álcool e Drogas (Edição em Português),www2.eerp.usp.br
Ползуновский вестник,ojs.altstu.ru
Al Mustansiriyah Journal of Pharmaceutical Sciences,www.iasj.net
Iran Journal of Nursing,ijn.iums.ac.ir
Drvna industrija,www.drvnaindustrija.com
Gut Pathogens,gutpathogens.biomedcentral.com
Civil And Environmental Engineering Reports,www.sciendo.com
Nastava i vaspitanje,scindeks.ceon.rs
Serbian Journal of Experimental and Clinical Research,sciendo.com
Thrombosis Journal,link.springer.com
Revista Clínica de Medicina de Familia,scielo.isciii.es
Jundishapur Journal of Natural Pharmaceutical Products,jjnpp.ajums.ac.ir
Business and Economics Research Journal,www.berjournal.com
PsyCh Journal,onlinelibrary.wiley.com
Jurnal Pengabdian Magister Pendidikan IPA,www.jppipa.unram.ac.id
International Journal of Business Administration,epe.lac-bac.gc.ca
Medical Science and Discovery,www.medscidiscovery.com
Journal of Business Case Studies (JBCS),rzblx1.uni-regensburg.de
Lankesteriana,revistas.ucr.ac.cr
Open Journal of Pediatrics,www.scirp.org
Tanmiyaẗ al-rāfidayn,tanmiyat.mosuljournals.com
Kínesis - Revista de Estudos dos Pós-Graduandos em Filosofia,revistas.marilia.unesp.br
L Année du Maghreb,journals.openedition.org
Projets de paysage,journals.openedition.org
Groups Geometry and Dynamics,www.ems-ph.org
International Journal of Analytical Chemistry,www.hindawi.com
Revista Colombiana de Cancerología,www.cancer.gov.co
Persona y Bioética,personaybioetica.unisabana.edu.co
Drug Discoveries & Therapeutics,www.ddtjournal.com
Revista Gestão & Tecnologia,www.unipel.edu.br
Revista de Terapia Ocupacional da Universidade de São Paulo,www.revistas.usp.br
Areté,revistas.pucp.edu.pe
Griot Revista de Filosofia,www3.ufrb.edu.br
Proceedings of Scientific Works of Cherkasy State Technological University Series Economic Sciences,ven.chdtu.edu.ua
Biomechanisms,www.jstage.jst.go.jp
The R Journal,journal.r-project.org
International Journal of Applied Sciences and Biotechnology,www.ijasbt.org
Teologia i Człowiek,apcz.umk.pl
Topoi (Rio de Janeiro),www.springerlink.com
La Nouvelle revue du travail,nrt.revues.org
Territorium,impactum-journals.uc.pt
مجلة کلية الآداب جامعة بنها,jfab.journals.ekb.eg
Polibotánica,www.polibotanica.mx
International Journal of Information and Communication Technology Education,find.galegroup.com
Teocomunicação,revistaseletronicas.pucrs.br
Revista Española de Educación Comparada,revistas.uned.es
Journal of Dr NTR University of Health Sciences,www.jdrntruhs.org
Chemical Bulletin of Kazakh National University,bulletin.chemistry.kz
Journal of Geography Environment and Earth Science International,sciencedomain.org
Acta Scientiarum Health Sciences,periodicos.uem.br
Basrah Journal of Surgery,bjsrg.uobasrah.edu.iq
OEconomia,oeconomia.revues.org
Cadernos CEDES,www.scielo.br
Games,www.mdpi.com
International Journal of Agricultural Sustainability,www.tandfonline.com
Digital Communications and Networks,www.sciencedirect.com
Nova Scientia,novascientia.delasalle.edu.mx
Estudos de religião,www.metodista.br
Pertanika journal of tropical agricultural science,pertanika.upm.edu.my
Beni-Suef University Journal of Basic and Applied Sciences,bjbas.springeropen.com
Corrosion Science and Technology,www.j-cst.org
Revista Med,revistas.unimilitar.edu.co
Varia Historia,www.variahistoria.org
DESAFIOS Revista Interdisciplinar da Universidade Federal do Tocantins,sistemas2.uft.edu.br:8004
Significação Revista de Cultura Audiovisual,www.revistas.usp.br
Hispania Antiqua,www.publicaciones.uva.es
Lietuvos chirurgija,www.journals.vu.lt
Iheringia Série Botânica,isb.emnuvens.com.br
International Journal of Interactive Multimedia and Artificial Intelligence,www.ijimai.org
Journal of Gastroenterology and Hepatology Research,www.ghrnet.org
The Journal of Study on Language and Culture of Korea and China,journal.kci.go.kr
Población y desarrollo,revistascientificas.una.py
Forum Pedagogiczne,www.forumpedagogiczne.uksw.edu.pl
Romanian Journal of Pediatrics,rjp.com.ro
ReMark - Revista Brasileira de Marketing,periodicos.uninove.br
Evolution Education and Outreach,link.springer.com
Asian Journal of Scientific Research,ansinet.com
Journal of Education Culture and Society,www.jecs.pl
Izvestiya of Saratov University Educational Acmeology Developmental Psychology,akmepsy.sgu.ru
Prisma Juridico,periodicos.uninove.br
IdeAs,ideas.revues.org
Bulletin of the Geological Society of Finland,www.geologinenseura.fi
Fibers,www.mdpi.com
Acciones e Investigaciones Sociales,sociales.unizar.es
Psikiyatride Guncel Yaklasimlar - Current Approaches in Psychiatry,www.psikguncel.org
Input-Output Analysis,www.jstage.jst.go.jp
Signótica,revistas.ufg.br
Outros Tempos – Pesquisa em Foco - História,outrostempos.uema.br
Architectus,www.architectus.arch.pwr.wroc.pl
Contaduría Universidad de Antioquia,aprendeenlinea.udea.edu.co
Pesquisa Operacional,www.scielo.br
Southern Spaces,www.southernspaces.org
Fluids and Barriers of the CNS,link.springer.com
Acta Otorhinolaryngologica Italica,www.actaitalica.it
Revista Pesquisa em Fisioterapia,www5.bahiana.edu.br
Roteiro,portalperiodicos.unoesc.edu.br
BRICS Report Series,www.brics.dk
Roczniki Nauk Społecznych,czasopisma.tnkul.pl
Fruit growing and viticulture of South Russia,journal.kubansad.ru
Juvenis scientia,jscientia.org
Entorno,biblioteca.utec.edu.sv
The Journal of Phytopharmacology,www.phytopharmajournal.com
Revista cubana de endocrinología,www.sld.cu
The Japanese Journal of Personality,www.jstage.jst.go.jp
Comparative and Functional Genomics,www3.interscience.wiley.com
Cybernetics and Information Technologies,www.cit.iit.bas.bg
Cogent Psychology,www.tandfonline.com
JURNAL BIOLOGI TROPIS,jurnalfkip.unram.ac.id
The Planetary Science Journal,iopscience.iop.org
EDUCATIO Journal of Education,ejournal.staimnglawak.ac.id
PSYCHOLOGIA,www.jstage.jst.go.jp
Zeitschrift für Hochschulentwicklung,www.zfhe.at
Revista Científica,revistas.udistrital.edu.co
Financial Theory and Practice,www.fintp.hr
Indonesian Journal of Obstetrics and Gynecology,inajog.com
The Gleaner,jamaica-gleaner.com
Izvestiya TINRO,izvestiya.tinro-center.ru
Chemical Speciation and Bioavailability,www.tandfonline.com
Avances en Psicología Latinoamericana,revistas.urosario.edu.co
Canadian Journal of Kidney Health and Disease,us.sagepub.com
Przedsiębiorczość - Edukacja,p-e.up.krakow.pl
Epilepsia Open,onlinelibrary.wiley.com
Kufa Journal of Arts,www.iasj.net
Multidiszciplináris Tudományok,ojs.uni-miskolc.hu
Journal of Acute Disease,www.jadweb.org
Global Regional Review,www.grrjournal.com
Journal of Health Sciences,www.pgsskroton.com.br
Horticultural Science,www.agriculturejournals.cz
Revista Colombiana de Química,www.revistas.unal.edu.co
ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,www.csie.ase.ro
Journal of Advanced Veterinary and Animal Research,bdvets.org
Records of Natural Products,www.acgpubs.org
Fire,www.mdpi.com
Colloquium Exactarum,journal.unoeste.br
Revista Uningá,revista.uninga.br
Cuadernos de Filología Italiana,revistas.ucm.es
Scientia Canadensis Canadian Journal of the History of Science Technology and Medicine,cstha-ahstc.ca
Mathematical communications,www.mathos.hr
Revista Thema,revistathema.ifsul.edu.br
Ankara Medical Journal,www.ankaramedicaljournal.com
Social Work/Maatskaplike Werk,socialwork.journals.ac.za
The Egyptian Rheumatologist,www.journals.elsevier.com
Materials Research Letters,www.tandfonline.com
International Journal of Biodiversity and Conservation,www.academicjournals.org
TMG Journal for Media History,www.tmgonline.nl
Economía,revistas.pucp.edu.pe
Jurnal Ilmiah PANNMED (Pharmacist Analyst Nurse Nutrition Midwivery Environment Dentist),ejournal.poltekkes-medan.ac.id
Revista Crioula,www.fflch.usp.br
npj Vaccines,www.nature.com
Education as Change,upjournals.co.za
Systems Science & Control Engineering,www.tandfonline.com
Trabajos y comunicaciones,trabajosycomunicaciones.fahce.unlp.edu.ar
Journal of Urological Surgery,jurolsurgery.org
Journal of Nutrition College,ejournal3.undip.ac.id
Roczniki Pedagogiczne,czasopisma.tnkul.pl
Romanian Medical Journal,rmj.com.ro
Concrete Research and Technology,www.jstage.jst.go.jp
Journal of medical pharmaceutical and allied sciences,www.jmpas.com
Studia Psychologica,www.studiapsychologica.com
Fotocinema Revista científica de cine y fotografía,revistas.uma.es
Van Medical Journal,vantipderg.org
Bezmialem Science,bezmialemscience.org
Sananjalka,journal.fi
International Journal of Hypertension,www.hindawi.com
ACE Arquitectura Ciudad y Entorno,revistes.upc.edu
Revista de Economia Contemporânea,www.scielo.br
Conpedi Law Review,indexlaw.org
Hamdan Medical Journal,www.hamdanjournal.org
Tekhnichna Elektrodynamika,techned.org.ua
Journal of Dental Health Oral Disorders and Therapy,medcraveonline.com
Journal of Information Display,www.tandfonline.com
rej,www.kmkjournals.com
Binus Business Review,journal.binus.ac.id
Social Psychology and Society,psyjournals.ru
Revista de Educação e Pesquisa em Contabilidade (REPeC),www.repec.org.br
Holos Environment,www.periodicos.rc.biblioteca.unesp.br
Revista de Sociología,www.revistadesociologia.uchile.cl
KYUNGPOOK NATIONAL UNIVERSITY LAW JOURNAL,lawins.knu.ac.kr
Revista de Historia de América,revistasipgh.org
Sistemas & Gestão,www.uff.br
International Journal of Phytomedicine,www.arjournals.org
Cadernos de História da Educação,www.seer.ufu.br
Journal of Pharmaceutical Policy and Practice,www.joppp.org
Alexandria Journal of Medicine,www.journals.elsevier.com
English Language and Literature Studies,epe.lac-bac.gc.ca
Malaysian Journal of Medical Sciences,www.mjms.usm.my
Quaderns de Psicologia,revistes.uab.cat
Journal of Advances in Mathematics and Computer Science,www.sciencedomain.org
European Researcher,www.erjournal.ru
Scientific Bulletin of Naval Academy,www.anmb.ro
Le Matematiche,lematematiche.dmi.unict.it
Journal of Life Sciences,www.krepublishers.com
Geriatrics Gerontology and Aging,ggaging.com
Focaal,journals.berghahnbooks.com
Anclajes,cerac.unlpam.edu.ar
Semiárida Revista de la Facultad de Agronomía UNLPam,cerac.unlpam.edu.ar
Al-Azhar International Medical Journal /Al-Azhar International Medical Journal,aimj.researchcommons.org
Ágora Estudos em Teoria Psicanalítica,www.scielo.br
XLinguae,www.xlinguae.eu
Journal of Acupuncture Research,www.e-jar.org
Applied Studies in Agribusiness and Commerce,apstract.net
JACS Au,pubs.acs.org
jurnal veteriner,ojs.unud.ac.id
Review of Business Management,rbgn.fecap.br
Medical Sciences,www.mdpi.com
International Journal of Research Studies in Education,www.consortiacademia.org
Ain-Shams Journal of Anaesthesiology,asja.springeropen.com
CJC Open,www.journals.elsevier.com
Genre & histoire,genrehistoire.revues.org.
Journal of Control Science and Engineering,www.hindawi.com
Journal of Mining and Metallurgy Section B Metallurgy,www.jmmab.com
Networks and Heterogeneous Media,aimsciences.org
Revista Família Ciclos de Vida e Saúde no Contexto Social,www.uftm.edu.br
Journal of Orthopaedic Case Reports,www.jocr.co.in
The New Korean Journal of English Lnaguage & Literature,www.saehaneng.com
Journal of Public Health and Epidemiology,www.academicjournals.org
Revista de Psicopatología y Psicología Clínica,www.aepcp.net
Intersecciones en antropología,interseccionesantro.soc.unicen.edu.ar
Epidemics,www.journals.elsevier.com
Berkala Penelitian Hayati,www.berkalahayati.org
Iranian journal of pathology,ijp.iranpath.org
Clinical & Translational Immunology,onlinelibrary.wiley.com
Journal of Sinology and China Studies,china-114.jams.or.kr
Path of Science,pathofscience.org
Engineer Journal of the Institution of Engineers Sri Lanka,engineer.sljol.info
Selcuk Dental Journal,sudfd.selcuk.edu.tr
PPAR Research,www.hindawi.com
Studies in Logic Grammar and Rhetoric,logika.uwb.edu.pl
Yamaguchi Medical Journal,www.jstage.jst.go.jp
Studia Socjologiczne,www.studiasocjologiczne.pl
Revista em Agronegócio e Meio Ambiente,www.cesumar.br
Natural Gas Industry B,www.sciencedirect.com
Case Reports in Ophthalmological Medicine,www.hindawi.com
ESAIM Proceedings,www.esaim-proc.org
National Journal of Clinical Anatomy,www.njca.info
Journal of Welding and Joining,www.e-jwj.org
Agricultural Research & Technology Open Access Journal,www.juniperpublishers.com
Journal of Nutrition and Metabolism,www.hindawi.com
Yonago acta medica,www.lib.tottori-u.ac.jp
Textos & Contextos (Porto Alegre),revistaseletronicas.pucrs.br
Pasado y Memoria Revista de Historia Contemporánea,pasadoymemoria.ua.es
Revista de Urbanismo,revistaurbanismo.uchile.cl
JPAIR Multidisciplinary Research,ejournals.ph
Global Bioethics,www.tandfonline.com
Revista DAE,www.revistadae.com.br
Cancer Treatment and Research Communications,www.journals.elsevier.com
Majallah-i dānishgāh-i ̒ulum-i pizishkī-i Kirmān.,www.kmusjournal.ir
Maszyny Górnicze,komag.eu
Tarih Dergisi / Turkish Journal of History,dergipark.gov.tr
Language learning & technology,www.lltjournal.org
Journal of Asthma and Allergy,www.dovepress.com
Medicines,www.mdpi.com
Cognition représentation langages,corela.revues.org
Métodos de informacion,www.metodosdeinformacion.es
"Comunicação, Mídia e Consumo",revistacmc.espm.br
Sovremennye tehnologii v medicine,www.stm-journal.ru
Horizonte Sanitario,revistas.ujat.mx
Japanese Journal of Transfusion and Cell Therapy,www.jstage.jst.go.jp
Jurnal Manajemen Bisnis dan Kewirausahaan,journal.untar.ac.id
Zero-a-Seis,periodicos.ufsc.br
RUDN Journal of Language Studies Semiotics and Semantics,journals.rudn.ru
JMPHC | Journal of Management & Primary Health Care | ISSN 2179-6750,www.jmphc.com
Socius Sociological Research for a Dynamic World,us.sagepub.com
Yugoslav journal of operations research,www.doiserbia.nb.rs
Filosofia Unisinos,revistas.unisinos.br
Fronteiras Journal of Social Technological and Environmental Science,revistas.unievangelica.edu.br
Barataria Revista Castellano-Manchega de Ciencias Sociales,www.revistabarataria.es
Clinical Diabetology,journals.viamedica.pl
Journal of Corporate Finance Research / Корпоративные Финансы | ISSN 2073-0438,www.cfjournal.ru
Egyptian Journal of Petroleum,www.journals.elsevier.com
The USV Annals of Economics and Public Administration,www.annals.seap.usv.ro
Journal of Ion Exchange,www.jstage.jst.go.jp
Jurnal Pengolahan Hasil Perikanan Indonesia,journal.ipb.ac.id
Journal of Medicine,content.karger.com
The Journal of Clinical Dentistry,www.jstage.jst.go.jp
Journal of Engineering and Sustainable Development,jeasd.uomustansiriyah.edu.iq
Revista Gestão Universitária na América Latina - GUAL,periodicos.ufsc.br
Zbornik radova Pravnog fakulteta Nis,scindeks.ceon.rs
PROFILE Issues in Teachers Professional Development,revistas.unal.edu.co
Archives of Razi Institute,archrazi.areeo.ac.ir
Geriatric Orthopaedic Surgery & Rehabilitation,gos.sagepub.com
Interfaces,interfaces.pubs.informs.org
Jurnal Agritech,jurnal.ugm.ac.id
Psychotherapie-Wissenschaft,www.psychotherapie-wissenschaft.info
Kantian journal,journals.kantiana.ru
Informática na educação teoria & prática,revista.pgie.ufrgs.br
Scandinavian Journal of Disability Research,www.sjdr.se
Bioresources and Bioprocessing,bioresourcesbioprocessing.springeropen.com
Science education international,www.icaseonline.net
Iran Occupational Health Journal,ioh.iums.ac.ir
Electrotechnical Systems and Complexes,esik.magtu.ru
Journal of Public Transportation,scholarcommons.usf.edu
Kuban Scientific Medical Bulletin,ksma.elpub.ru
Cadernos do Programa de Pós-Graduação em Direito – PPGDir /UFRGS,seer.ufrgs.br
Cellulose Chemistry and Technology,www.cellulosechemtechnol.ro
MATHEdunesa,ejournal.unesa.ac.id
Pandaemonium Germanicum,www.scielo.br
Jurnal Pangan dan Agroindustri,jpa.ub.ac.id
Revista Brasileira de Ensino de Ciência e Tecnologia,periodicos.utfpr.edu.br
Food Science and Technology,fsct.modares.ac.ir
Cardiology Research,www.cardiologyres.org
Πανελλήνιο Συνέδριο Επιστημών Εκπαίδευσης,eproceedings.epublishing.ekt.gr
Panoeconomicus,www.doiserbia.nb.rs
Journal of Water and Land Development,www.versita.com
Partnership The Canadian Journal of Library and Information Practice and Research,journal.lib.uoguelph.ca
Laboratoire italien,journals.openedition.org
Journal of University of Human Development,journals.uhd.edu.iq
IIUM Engineering Journal,journals.iium.edu.my
Economía UNAM,www.sciencedirect.com
Proceedings of the Estonian Academy of Sciences,eap.ee
Berkala Arkeologi,berkalaarkeologi.kemdikbud.go.id
Revista Ciencias de la Educación,www.ecorfan.org
Zapiski Historyczne,www.zapiskihistoryczne.pl
Water Science and Engineering,www.journals.elsevier.com
Journal of Telecommunications and the Digital Economy,telsoc.org
Basic and Clinical Neuroscience Journal,bcn.iums.ac.ir
Archives of Aesthetic Plastic Surgery,e-aaps.org
Ukrainian Botanical Journal,ukrbotj.co.ua
Universitas Scientiarum,ciencias.javeriana.edu.co
Journal of Agricultural Extension,www.journal.aesonnigeria.org
Revista de Ciencias Sociales,revistas.ucr.ac.cr
Pediatric Quality and Safety,journals.lww.com
Active and Passive Electronic Components,www.hindawi.com
Veterinary Medicine International,www.hindawi.com
Traditiones,isn.zrc-sazu.si
Cuban journal of agricultural science,www.cjascience.com
La Trama de la Comunicación,latrama.fcpolit.unr.edu.ar
Journal of stress physiology & biochemistry,www.jspb.ru
Miscelánea A Journal of English and American Studies,www.miscelaneajournal.net
Tripodos,www.tripodos.com
Korean Journal of Stress Research,www.stressresearch.or.kr
Asia Pacific Journal of Health Management,journal.achsm.org.au
Nonlinear Theory and Its Applications IEICE,www.nolta.ieice.org
Contextes,contextes.revues.org
Principles of the Ecology,ecopri.ru
Fine Chemical Technologies,www.finechem-mirea.ru
Cuadernos Europeos de Deusto,ced.revistas.deusto.es
Conflict and Health,link.springer.com
Chiropractic & Manual Therapies,www.chiroandosteo.com
Multimedia-Assisted Language Learning,journal.kamall.or.kr
Norsk antropologisk tidsskrift,www.idunn.no
Revista Arbitrada Interdisciplinaria Koinonía,www.fundacionkoinonia.com.ve
JAAOS Global Research and Reviews,journals.lww.com
IZA World of Labor,wol.iza.org
Journal of the Grodno State Medical University,journal-grsmu.by
Informacijos mokslai,www.journals.vu.lt
Sri Lanka Journal of Surgery/Sri Lanka journal of surgery,www.lankasurgeons.org
Kartografija i geoinformacije,kig.kartografija.hr
Pesquisa Odontológica Brasileira,www.scielo.br
Intercom Revista Brasileira de Ciências da Comunicação,www.portcom.intercom.org.br
Journal of Water Management Modeling,www.chijournal.org
Relevé des maladies transmissibles au Canada,www.canada.ca
Asian Research Journal of Mathematics,www.sciencedomain.org
JURNAL PIJAR MIPA,jurnal.unram.ac.id
Bioscientia Medicina Journal of Biomedicine and Translational Research,www.bioscmed.com
Boletín americanista/Boletín americanista,revistes.ub.edu
EJNMMI Physics,ejnmmiphys.springeropen.com
Computer Engineering and Intelligent Systems,iiste.org
Geriatrics,www.mdpi.com
Boletín Científico CIOH,ojs.dimar.mil.co
Jurnal Endurance,ejournal.lldikti10.id
Journal of Biological Dynamics,www.tandfonline.com
Chrétiens et sociétés,chretienssocietes.revues.org
International Journal of Applied Mechanics and Engineering,sciendo.com
JSES International,www.journals.elsevier.com
South African Computer Journal,sacj.cs.uct.ac.za
Kinetic and Related Models,aimsciences.org
